quelle,index_string,inhalt,index_binar
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten:rHD_rST:,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben weib weise frau tags darauf sagte sie setze pferd reite dahin wohin gehen wird schwester weitere sagen,0
zyx_cr_pol_deu_1,a551:HF:Weiterverweisung_an_anderen_Stifter_oder_Helfer:rHD_rST:,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben weib weise frau tags darauf sagte sie setze pferd reite dahin wohin gehen wird schwester weitere sagen,0
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten:rHD_rST:,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:HF:Weiterverweisung_an_anderen_Stifter_oder_Helfer:rHD_rST:,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten:rHD_rST:,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen,0
zyx_cr_pol_deu_1,a551:HF:HEILMITTEL_erfassen:rHD_rST:,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen,0
zyx_cr_pol_deu_1,a551:h:Beiwohnung_mit_der_schlafenden_Schönen:rHD_rBZ_rZO:,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:H:MARKIERUNGEN_anbringen:rHD_rBZ_rZO:,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:H:HEILMITTEL_erfassen:rHD_rBZ_rZO:,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:h:KONTAKT_abbrechen:rHD_rBZ_rZO:,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:H:PFÖRTNER_entkommen:rHD_fHF:,kaum gerieth er vogel ergreifen erhoben grosse hunde loewen schlosse verschlingen wollten gerieth schnelligkeit fuss pferd legen wind weisen frau,0
zyx_cr_pol_deu_1,a551:H:Auf_Hilfsquelle_zurückgreifen:rHD_rST_rZM:,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:H:Universellen_ZAUBERMITTEL_erhalten:rHD_rST_rZM:,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:H:Auf_Hilfsquelle_zurückgreifen:rHD_rST_rZM:,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:H:Universellen_ZAUBERMITTEL_erhalten:rHD_rST_rZM:,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:H:Auf_Hilfsquelle_zurückgreifen:rHD_rST_rZM:,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten:rHD_rST_rZM:,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:HF:MISSETAT_beheben:rHD_rST_rZM:,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:h:Handlungsanweisungen_missachten:rHD_fHD:,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:Hh:Sorge_um_Freikaufsbedürftige:rHD_fHD:,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:h:MISSETAT_planen:fHD:,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:f:TODESAUFTRAG:rHD_rVB_fHD:,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath,0
zyx_cr_pol_deu_1,a551:H:Einem_TODESAUFTRAG_entkommen:rHD_rVB_fHD:,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath,0
zyx_cr_pol_deu_1,a551:h:SCHWEIGEPFLICHT_verhängen:rHD_rVB_fHD:,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath,0
zyx_cr_pol_deu_1,a551:h:VERBANNUNG:rHD:,geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:H:Einem_TODESAUFTRAG_entkommen:rHD:,geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD:,geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:Hh:HEILMITTEL_besorgen:rHH_rZO_fHD:,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich,0
zyx_cr_pol_deu_1,a551:Hh:KRANKHEIT_beheben:rHH_rZO_fHD:,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich,0
zyx_cr_pol_deu_1,a551:H:MARKIERUNGEN_erkennen:rBZ:,zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:F:KONTAKT_wiederherstellen:rBZ:,zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:F:IDENTITÄT_beweisen:rHH_fHD:,vater rief voll furcht aeltesten sohn fragte ihn waere sohn antwortete verhielte so bat vater solle schnell moeglich feindliche lager begeben augen maechtigen koenigin gnade suchen,0
zyx_cr_pol_deu_1,a551:h:IDENTITÄT_beweisen:rBZ_fHD:,prinz schmueckte schoen moeglich bestieg ross ritt ab stadt fand heerstrasse koenigin gold ausgeschlagen wagte nicht demselben neben demselben reiten,0
zyx_cr_pol_deu_1,a551:h:Den_Vorgang_deuten:rHH_fHD:,koenigin erwartet sohne fragt vater waere heranreite nein sohn ruft sie courage vaters bald ward prinz abgefertigt herold gesandt solle herschicken vogel gebracht haette waere sei nicht,0
zyx_cr_pol_deu_1,a551:F:IDENTITÄT_beweisen:rHH_rBZ_fHD:,koenig ruft zweiten sohn eben ergeht ersten,0
zyx_cr_pol_deu_1,a551:h:IDENTITÄT_beweisen:rHH_rBZ_fHD:,koenig ruft zweiten sohn eben ergeht ersten,0
zyx_cr_pol_deu_1,a551:H:KONTAKT_wiederherstellen:rHH:,besorgte vater befahl soehnen prinzen ludwig aufzusuchen befragen,0
zyx_cr_pol_deu_1,a551:H:SCHWEIGEPFLICHT_beheben:rHD_rVB_fHD:,sahen bitterer ernst werde ritten schnell moeglich meere fischer fragen erfuhren bruder lebe insel sofort fuhren schiffen fischern dorthin fanden ihn gehen wollten meerbewohner seefische fahren lassen langes bitten brueder fischer fuhr ihnen verwachsen schwarz wald nachdem seife angewandt hatte wurde schoener alle,0
zyx_cr_pol_deu_1,a551:H:KRANKHEIT_beheben:rHD_rHH:,hause grosse freude ihn vogel stimme hoerte sang vater wurde sogleich sehend,0
zyx_cr_pol_deu_1,a551:H:IDENTITÄT_beweisen:rHD_rBZ:,nachdem ausgeruestet ritt koenigin goldenen fand rief er weg gerade trabte gerade zu jetzt reitet vater rief mutter sohne kurzem fand begruessung erkennung volles freudenfest statt gebeten besuchte koenigin vater hochzeit wurde ausgerichtet,0
zyx_cr_pol_deu_1,a551:H:KONTAKT_wiederherstellen:rHD_rBZ:,nachdem ausgeruestet ritt koenigin goldenen fand rief er weg gerade trabte gerade zu jetzt reitet vater rief mutter sohne kurzem fand begruessung erkennung volles freudenfest statt gebeten besuchte koenigin vater hochzeit wurde ausgerichtet,0
zyx_cr_pol_deu_1,a551:H:Heiraten:rHD_rBZ:,vater dankbarkeit sohne ludwig ganze koenigreich geben koenigin rief nicht so ganz anderes mann herrschen wird nachdem ausgeruestet hatten reisten fort vaterlande lange gluecklich lebten regierten,0
zyx_cr_pol_deu_1,a551:H:Bestrafung_erfolgt:fHD:,beiden soehne empfingen verachtung belohnung bosheit falschheit,0
zyx_cr_rus_deu_1,a551:F:SELTENEN_Gegenstand_besorgen:rHH:,zar drei soehne erste hiess fjodor zarewitsch zweite dmitrij zarewitsch dritte iwan zarewitsch gab zar ehrenmahl sprach versammelten generalen grafen was meint ihr herren drei soehne ich vermag wohl blumen brechen spuren suchen,0
zyx_cr_rus_deu_1,a551:H:Um_einen_Auftrag_werben:rHH_fHD:,trat aelteste sohn fjodor zarewitsch bat vaeterchen gib segen erlaubnis blumen brechen spuren suchen zar ward froh liess ziehen befahl beste ross stall geben,0
zyx_cr_rus_deu_1,a551:F:Die_Beschaffung_der_AUSRÜSTUNG:rHH_fHD:,trat aelteste sohn fjodor zarewitsch bat vaeterchen gib segen erlaubnis blumen brechen spuren suchen zar ward froh liess ziehen befahl beste ross stall geben,0
zyx_cr_rus_deu_1,a551:H:Die_Beschaffung_der_AUSRÜSTUNG:fHD:,sattelten zaeumten es kuehne bursch ritt freie feld hinaus,0
zyx_cr_rus_deu_1,a551:HF:Wegweisung_mit_ALTERNATIVEN:rZM_fHD:,kam saeule saeule stand geschrieben wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden bedachte fjodor zarewitsch ritt rechten weg,0
zyx_cr_rus_deu_1,a551:Hh:Den_ALTERNATIVEN_nachgehen:rZM_fHD:,kam saeule saeule stand geschrieben wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden bedachte fjodor zarewitsch ritt rechten weg,0
zyx_cr_rus_deu_1,a551:h:Ortswechsel_durchführen:fHD_fZO:,kam kupferberg stieg ab ross kletterte berg oben ging herum konnte finden kupferne schlange schoen war steckte tasche kehrte reich,0
zyx_cr_rus_deu_1,a551:h:SELTENEN_Gegenstand_erfassen:fHD_fZO:,kam kupferberg stieg ab ross kletterte berg oben ging herum konnte finden kupferne schlange schoen war steckte tasche kehrte reich,0
zyx_cr_rus_deu_1,a551:h:SELTENEN_Gegenstand_besorgen:rHH_fHD:,kam vater trat geheimen gemaecher zeigte kupferne schlange ward zar boese schrie was scheusal bringst da reich zerstoeren,0
zyx_cr_rus_deu_1,a551:h:FREIHEITSBERAUBUNG:rHH_fHD:,kam vater trat geheimen gemaecher zeigte kupferne schlange ward zar boese schrie was scheusal bringst da reich zerstoeren,0
zyx_cr_rus_deu_1,a551:F:SELTENEN_Gegenstand_besorgen:rHH:,begebenheit wurde lange zeit grob spaeterhin jedoch ward tages heiter garten spazierenging befahl abermals fest ruesten betranken gelage mitten froehlichkeit erhob zar sprach ihr herren generale grafen obwohl kinder ganz erwachsen sind vermocht blumen brechen spuren suchen,0
zyx_cr_rus_deu_1,a551:H:Um_einen_Auftrag_werben:rHH_fHD:,trat dmitrij zarewitsch vor neigte vater bat segen gib mir vaeterchen segen blumen brechen spuren suchen zar ward froh befahl beste ross geben,0
zyx_cr_rus_deu_1,a551:HF:Wegweisung_mit_ALTERNATIVEN:rZM_fHD:,sass ritt freie feld hinaus dahinritt kam saeule saeule stand geschrieben wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden bedachte kuehne bursch fing weinen wohin wohl reiten linken nehmen ross satt bedraengnis helfen ritt dahin nah weit  stand maechtiges gebaeude ihm,0
zyx_cr_rus_deu_1,a551:Hh:Den_ALTERNATIVEN_nachgehen:rZM_fHD:,sass ritt freie feld hinaus dahinritt kam saeule saeule stand geschrieben wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden bedachte kuehne bursch fing weinen wohin wohl reiten linken nehmen ross satt bedraengnis helfen ritt dahin nah weit  stand maechtiges gebaeude ihm,0
zyx_cr_rus_deu_1,a551:h:Ortswechsel_durchführen:rAN_fHD:,ritt haus herum durchs tor hof gedrechselte saeulen vergoldete ringe stellte ross schuettete hirse vor ging treppe hinauf oberen gemaecher weibchen kam entgegen lief hinzu nahm hoeflich auf tische reich bedeckt allerlei guten speisen wirtin noetigte ihn speiste traenkte kuehnen burschen fertig waren brachte ruh bett kaum niedergelegt bett umkehrte flog hinunter keller,0
zyx_cr_rus_deu_1,a551:h:Gastfreundlichkeit_VORTÄUSCHEN:rAN_fHD:,ritt haus herum durchs tor hof gedrechselte saeulen vergoldete ringe stellte ross schuettete hirse vor ging treppe hinauf oberen gemaecher weibchen kam entgegen lief hinzu nahm hoeflich auf tische reich bedeckt allerlei guten speisen wirtin noetigte ihn speiste traenkte kuehnen burschen fertig waren brachte ruh bett kaum niedergelegt bett umkehrte flog hinunter keller,0
zyx_cr_rus_deu_1,a551:h:Dem_VORTÄUSCHEN_nachgehen:rAN_fHD:,ritt haus herum durchs tor hof gedrechselte saeulen vergoldete ringe stellte ross schuettete hirse vor ging treppe hinauf oberen gemaecher weibchen kam entgegen lief hinzu nahm hoeflich auf tische reich bedeckt allerlei guten speisen wirtin noetigte ihn speiste traenkte kuehnen burschen fertig waren brachte ruh bett kaum niedergelegt bett umkehrte flog hinunter keller,0
zyx_cr_rus_deu_1,a551:h:FREIHEITSBERAUBUNG:rAN_fHD:,ritt haus herum durchs tor hof gedrechselte saeulen vergoldete ringe stellte ross schuettete hirse vor ging treppe hinauf oberen gemaecher weibchen kam entgegen lief hinzu nahm hoeflich auf tische reich bedeckt allerlei guten speisen wirtin noetigte ihn speiste traenkte kuehnen burschen fertig waren brachte ruh bett kaum niedergelegt bett umkehrte flog hinunter keller,0
zyx_cr_rus_deu_1,a551:F:SELTENEN_Gegenstand_besorgen:rHH:,zar wartete lange zeit sohn lange zeit traurig liess fest veranstalten ward froehlich sprach grafen generalen was meint ihr herren grafen generale drei soehne erzogen eifrig emsig dienst zarenreich gelang bisher blumen brechen spuren suchen,0
zyx_cr_rus_deu_1,a551:H:Um_einen_Auftrag_werben:rHD_rHH:,tritt iwan zarewitsch hervor bittet vater segen ach iwan zarewitsch zarischer sohn tuechtiger brueder ausgerichtet lieg besser hinterm ofen kuemmere fremde dinge fuhr iwan zarewitsch auf vaeterchen grossmaechtiger herr gibst segen erlaubnis reit ich gibst segen erlaubnis nicht reit auch zar befahl beste ross geben moege reiten wohin wolle,0
zyx_cr_rus_deu_1,a551:F:Die_Beschaffung_der_AUSRÜSTUNG:rHD_rHH:,tritt iwan zarewitsch hervor bittet vater segen ach iwan zarewitsch zarischer sohn tuechtiger brueder ausgerichtet lieg besser hinterm ofen kuemmere fremde dinge fuhr iwan zarewitsch auf vaeterchen grossmaechtiger herr gibst segen erlaubnis reit ich gibst segen erlaubnis nicht reit auch zar befahl beste ross geben moege reiten wohin wolle,0
zyx_cr_rus_deu_1,a551:Hh:Die_Beschaffung_der_AUSRÜSTUNG:rHD:,knechte gingen hin suchten beste ross gaben ihm suchte pferdchen aus wasserschleppen war schlechteste allen kuehne bursch sass gesicht schwanz gekehrt herren lachten darueber zarensohn unziemlich davonritt,0
zyx_cr_rus_deu_1,a551:H:REITTIER_erhalten:rHD:,iwan zarewitsch kam freie feld zerrte gaul zagel haengte haut nagel hier habt ihr kraehen elstern gott mittagessen beschert bruellte tier wald pfiff drache ross kommt gerannt feuchte mutter erde zittert maule loht flamme nuestern spruehen funken ohren wallen qualm dampf saeulen hintern fallen feueraepfel iwan zarewitsch nahm treues ross beim zuegel streichelte es haette knabe drei jahren sitzen koennen haett reiten vermocht ging iwan zarewitsch grossen tiefen keller grossvaeterchen geschenkt hatte ass trank satt waehlte schoensten betressten zaum tscherkessischen sattel legte wackeres ross zog gurte an nahm scharfes schwert sass ritt freie feld,0
zyx_cr_rus_deu_1,a551:HF:Wegweisung_mit_ALTERNATIVEN:rHD_rZM:,dahinritt kam saeule saeule stand geschrieben wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden fing junge held iwan zarewitsch weinen dachte sich nicht ehre ruhm traegt wackeren burschen ein reitet dorthin tod erleiden muss sprengte maechtigen saetzen freie feld trieb gutes ross an fluesse seen blieben hufen maehne flatterte weitem bogen schwanz fegte erde hin,0
zyx_cr_rus_deu_1,a551:Hh:Den_ALTERNATIVEN_nachgehen:rHD_rZM:,dahinritt kam saeule saeule stand geschrieben wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden fing junge held iwan zarewitsch weinen dachte sich nicht ehre ruhm traegt wackeren burschen ein reitet dorthin tod erleiden muss sprengte maechtigen saetzen freie feld trieb gutes ross an fluesse seen blieben hufen maehne flatterte weitem bogen schwanz fegte erde hin,0
zyx_cr_rus_deu_1,a551:H:Potenziellen_Feind_zum_Gastgeber_gewinnen:rHD_rST:,kam gruene wiesen erblickte haeuschen spindelfuessen ruecken abgekehrt stirne zugekehrt kuehne bursch sprang treuen ross hinunter rief will ja ewig bleiben nacht verweilen geh hinein komm schon heraus junge held ging hinein haus schlug kreuz wies geschrieben steht verbeugte sich brauch ist sass altes muetterchen nase ruehrt ofen augen huetet gaense felde haenden spinnt seidenfaeden pfui pfui pfui bisher schwarze rabe russenknochen hierhergetragen kommt russe augen ists kindchen reitest willen wider willen sprang kuehne juengling alte los rief ich hau ohren noch arsch ofenloch grind zerschlag hand fliegt arsch sand solltest alte helden erst lange ausfragen essen trank geben alte deckte tisch speiste traenkte zarensohn bereitete lager fragte ihn reitest willen wider willen antwortete mit willen dreimal mehr wider willen drei brueder erste ritt brachte kupferne schlange kupferberg heim zar warf bruder gefaengnis zweite fortgeritten weiss ihm musste dienst nehmen blumen brechen spuren suchen sag an grossmuetterchen vaeterchen weit geritten zeit  leg nieder schlaf kindchen morgen weise tag bringt gewinn morgen weckte alte kuehnen juengling gab speise trank eigenes gutes ross fuehrte hinaus sprach ihm meine aeltere schwester wohnt weiterhin weiss sache,0
zyx_cr_rus_deu_1,a551:HF:Weiterverweisung_an_anderen_Stifter_oder_Helfer:rHD_rST:,kam gruene wiesen erblickte haeuschen spindelfuessen ruecken abgekehrt stirne zugekehrt kuehne bursch sprang treuen ross hinunter rief will ja ewig bleiben nacht verweilen geh hinein komm schon heraus junge held ging hinein haus schlug kreuz wies geschrieben steht verbeugte sich brauch ist sass altes muetterchen nase ruehrt ofen augen huetet gaense felde haenden spinnt seidenfaeden pfui pfui pfui bisher schwarze rabe russenknochen hierhergetragen kommt russe augen ists kindchen reitest willen wider willen sprang kuehne juengling alte los rief ich hau ohren noch arsch ofenloch grind zerschlag hand fliegt arsch sand solltest alte helden erst lange ausfragen essen trank geben alte deckte tisch speiste traenkte zarensohn bereitete lager fragte ihn reitest willen wider willen antwortete mit willen dreimal mehr wider willen drei brueder erste ritt brachte kupferne schlange kupferberg heim zar warf bruder gefaengnis zweite fortgeritten weiss ihm musste dienst nehmen blumen brechen spuren suchen sag an grossmuetterchen vaeterchen weit geritten zeit  leg nieder schlaf kindchen morgen weise tag bringt gewinn morgen weckte alte kuehnen juengling gab speise trank eigenes gutes ross fuehrte hinaus sprach ihm meine aeltere schwester wohnt weiterhin weiss sache,0
