quelle,index_string,inhalt,index_binar
zyx_cr_pol_deu_1,a551:H:Potenziellen_Feind_zum_Gastgeber_gewinnen,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm »prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben« weib weise frau tags darauf sagte sie »setze pferd reite dahin wohin gehen wird schwester weitere sagen«,0
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm »prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben« weib weise frau tags darauf sagte sie »setze pferd reite dahin wohin gehen wird schwester weitere sagen«,0
zyx_cr_pol_deu_1,a551:Hh:Weiterverweisung_an_anderen_Stifter_oder_Helfer,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm »prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben« weib weise frau tags darauf sagte sie »setze pferd reite dahin wohin gehen wird schwester weitere sagen«,0
zyx_cr_pol_deu_1,a551:H:Potenziellen_Feind_zum_Gastgeber_gewinnen_x,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten_x,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:HF:Weiterverweisung_an_anderen_Stifter_oder_Helfer,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:H:Potenziellen_Feind_zum_Gastgeber_gewinnen_x_x,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre »prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen«,0
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten_x_x,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre »prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen«,0
zyx_cr_pol_deu_1,a551:HF:HEILMITTEL_erfassen,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre »prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen«,0
zyx_cr_pol_deu_1,a551:Hh:Beiwohnung_mit_der_Schönen,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:F:MARKIERUNGEN_anbringen,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:H:HEILMITTEL_erfassen,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:h:KONTAKT_abbrechen,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:H:PFÖRTNER_entkommen,kaum gerieth er vogel ergreifen erhoben grosse hunde loewen schlosse verschlingen wollten gerieth schnelligkeit fuss pferd legen wind weisen frau,0
zyx_cr_pol_deu_1,a551:F:Auf_Hilfsquelle_zurückgreifen,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:H:Universellen_ZAUBERMITTEL_erhalten,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:F:Auf_Hilfsquelle_zurückgreifen_x,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:H:Universellen_ZAUBERMITTEL_erhalten_x,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:F:Auf_Hilfsquelle_zurückgreifen_x_x,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:H:REITTIER_erhalten_x_x_x,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:HF:Im_STICH_gelassen_zu_werden_beheben,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:Hh:Auf_Warnung_im_STICH_gelassen_zu_werden_reagieren,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:Hh:Sorge_um_Freikaufsbedürftige,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:f:TÖTUNG,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:h:ANEIGNUNG,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:f:TODESAUFTRAG,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:H:TODESAUFTRAG_entkommen,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:h:VERBANNUNG,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:H:SCHWEIGEPFLICHT_verhängen,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:Hh:HEILMITTEL_besorgen,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte,0
zyx_cr_pol_deu_1,a551:h:KRANKHEIT_beheben,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte,0
zyx_cr_pol_deu_1,a551:H:MARKIERUNGEN_erkennen,kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen,0
zyx_cr_pol_deu_1,a551:F:KONTAKT_wiederherstellen,kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen,0
zyx_cr_pol_deu_1,a551:F:IDENTITÄT_beweisen,erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:F:IDENTITÄT_beweisen_x,vater rief voll furcht aeltesten sohn fragte ihn waere sohn antwortete verhielte so bat vater solle schnell moeglich feindliche lager begeben augen maechtigen koenigin gnade suchen prinz schmueckte schoen moeglich bestieg ross ritt ab stadt fand heerstrasse koenigin gold ausgeschlagen wagte nicht demselben neben demselben reiten koenigin erwartet sohne fragt vater waere heranreite nein sohn ruft sie courage vaters bald ward prinz abgefertigt herold gesandt solle herschicken vogel gebracht haette waere sei nicht koenig ruft zweiten sohn eben ergeht ersten besorgte vater befahl soehnen prinzen ludwig aufzusuchen befragen,0
zyx_cr_pol_deu_1,a551:h:IDENTITÄT_beweisen,vater rief voll furcht aeltesten sohn fragte ihn waere sohn antwortete verhielte so bat vater solle schnell moeglich feindliche lager begeben augen maechtigen koenigin gnade suchen prinz schmueckte schoen moeglich bestieg ross ritt ab stadt fand heerstrasse koenigin gold ausgeschlagen wagte nicht demselben neben demselben reiten koenigin erwartet sohne fragt vater waere heranreite nein sohn ruft sie courage vaters bald ward prinz abgefertigt herold gesandt solle herschicken vogel gebracht haette waere sei nicht koenig ruft zweiten sohn eben ergeht ersten besorgte vater befahl soehnen prinzen ludwig aufzusuchen befragen,0
zyx_cr_pol_deu_1,a551:H:SCHWEIGEPFLICHT_beheben,sahen bitterer ernst werde ritten schnell moeglich meere fischer fragen erfuhren bruder lebe insel sofort fuhren schiffen fischern dorthin fanden ihn gehen wollten meerbewohner seefische fahren lassen langes bitten brueder fischer fuhr ihnen verwachsen schwarz wald nachdem seife angewandt hatte wurde schoener alle,0
zyx_cr_pol_deu_1,a551:H:KRANKHEIT_beheben,hause grosse freude ihn vogel stimme hoerte sang vater wurde sogleich sehend,0
zyx_cr_pol_deu_1,a551:H:IDENTITÄT_beweisen,nachdem ausgeruestet ritt koenigin goldenen fand rief er weg gerade trabte gerade zu »jetzt reitet vater« rief mutter sohne kurzem fand begruessung erkennung volles freudenfest statt gebeten besuchte koenigin vater hochzeit wurde ausgerichtet,0
zyx_cr_pol_deu_1,a551:H:KONTAKT_wiederherstellen,nachdem ausgeruestet ritt koenigin goldenen fand rief er weg gerade trabte gerade zu »jetzt reitet vater« rief mutter sohne kurzem fand begruessung erkennung volles freudenfest statt gebeten besuchte koenigin vater hochzeit wurde ausgerichtet,0
zyx_cr_pol_deu_1,a551:H:Heiraten,vater dankbarkeit sohne ludwig ganze koenigreich geben koenigin rief »nicht so ganz anderes mann herrschen wird« nachdem ausgeruestet hatten reisten fort vaterlande lange gluecklich lebten regierten,0
zyx_cr_pol_deu_1,a551:H:Bestrafung,beiden soehne empfingen verachtung belohnung bosheit falschheit,0
zyx_cr_rus_deu_1,a551:F:SELTENEN_Gegenstand_besorgen,zar drei soehne erste hiess fjodorzarewitsch zweite dmitrijzarewitsch dritte iwanzarewitsch gab zar ehrenmahl sprach versammelten generalen grafen »was meint ihr herren drei soehne ich vermag wohl blumen brechen spuren suchen«,0
zyx_cr_rus_deu_1,a551:F:Um_einen_Auftrag_WERBEN,trat aelteste sohn fjodorzarewitsch bat »vaeterchen gib segen erlaubnis blumen brechen spuren suchen« zar ward froh liess ziehen befahl beste ross stall geben,0
zyx_cr_rus_deu_1,a551:F:Beschaffung_der_AUSRÜSTUNG,trat aelteste sohn fjodorzarewitsch bat »vaeterchen gib segen erlaubnis blumen brechen spuren suchen« zar ward froh liess ziehen befahl beste ross stall geben,0
zyx_cr_rus_deu_1,a551:H:Beschaffung_der_AUSRÜSTUNG,sattelten zaeumten es kuehne bursch ritt freie feld hinaus kam saeule saeule stand geschrieben »wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden« bedachte fjodorzarewitsch ritt rechten weg,0
zyx_cr_rus_deu_1,a551:Ff:Wegweisung_mit_ALTERNATIVEN,sattelten zaeumten es kuehne bursch ritt freie feld hinaus kam saeule saeule stand geschrieben »wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden« bedachte fjodorzarewitsch ritt rechten weg,0
zyx_cr_rus_deu_1,a551:Hh:N,sattelten zaeumten es kuehne bursch ritt freie feld hinaus kam saeule saeule stand geschrieben »wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden« bedachte fjodorzarewitsch ritt rechten weg,0
zyx_cr_rus_deu_1,a551:Hh:FEHLENDEN_Gegenstand_erfassen,kam kupferberg stieg ab ross kletterte berg oben ging herum konnte finden kupferne schlange schoen war steckte tasche kehrte reich,0
zyx_cr_rus_deu_1,a551:h:SELTENEN_Gegenstand_besorgen,kam vater trat geheimen gemaecher zeigte kupferne schlange ward zar boese schrie »was scheusal bringst da reich zerstoeren«,0
zyx_cr_rus_deu_1,a551:h:FREIHEITSBERAUBUNG,kam vater trat geheimen gemaecher zeigte kupferne schlange ward zar boese schrie »was scheusal bringst da reich zerstoeren«,0
zyx_cr_rus_deu_1,a551:F:SELTENEN_Gegenstand_besorgen_x,begebenheit wurde lange zeit grob spaeterhin jedoch ward tages heiter garten spazierenging befahl abermals fest ruesten betranken gelage mitten froehlichkeit erhob zar sprach »ihr herren generale grafen obwohl kinder ganz erwachsen sind vermocht blumen brechen spuren suchen«,0
zyx_cr_rus_deu_1,a551:F:Um_einen_Auftrag_WERBEN_x,trat dmitrijzarewitsch vor neigte vater bat segen »gib mir vaeterchen segen blumen brechen spuren suchen« zar ward froh befahl beste ross geben,0
zyx_cr_rus_deu_1,a551:Ff:Wegweisung_mit_ALTERNATIVEN_x,sass ritt freie feld hinaus dahinritt kam saeule saeule stand geschrieben »wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden« bedachte kuehne bursch fing weinen »wohin wohl reiten linken nehmen ross satt bedraengnis helfen« ritt dahin nah weit – stand maechtiges gebaeude ihm,0
zyx_cr_rus_deu_1,a551:Hh:Auf_ALTERNATIVEN_reagieren,sass ritt freie feld hinaus dahinritt kam saeule saeule stand geschrieben »wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden« bedachte kuehne bursch fing weinen »wohin wohl reiten linken nehmen ross satt bedraengnis helfen« ritt dahin nah weit – stand maechtiges gebaeude ihm,0
zyx_cr_rus_deu_1,a551:f:Gastfreundlichkeit_VORTÄUSCHEN,ritt haus herum durchs tor hof gedrechselte saeulen vergoldete ringe stellte ross schuettete hirse vor ging treppe hinauf oberen gemaecher weibchen kam entgegen lief hinzu nahm hoeflich auf tische reich bedeckt allerlei guten speisen wirtin noetigte ihn speiste traenkte kuehnen burschen fertig waren brachte ruh bett kaum niedergelegt bett umkehrte flog hinunter keller,0
zyx_cr_rus_deu_1,a551:h:Auf_VORTÄUSCHEN_reagieren,ritt haus herum durchs tor hof gedrechselte saeulen vergoldete ringe stellte ross schuettete hirse vor ging treppe hinauf oberen gemaecher weibchen kam entgegen lief hinzu nahm hoeflich auf tische reich bedeckt allerlei guten speisen wirtin noetigte ihn speiste traenkte kuehnen burschen fertig waren brachte ruh bett kaum niedergelegt bett umkehrte flog hinunter keller,0
zyx_cr_rus_deu_1,a551:h:FREIHEITSBERAUBUNG_x,ritt haus herum durchs tor hof gedrechselte saeulen vergoldete ringe stellte ross schuettete hirse vor ging treppe hinauf oberen gemaecher weibchen kam entgegen lief hinzu nahm hoeflich auf tische reich bedeckt allerlei guten speisen wirtin noetigte ihn speiste traenkte kuehnen burschen fertig waren brachte ruh bett kaum niedergelegt bett umkehrte flog hinunter keller,0
zyx_cr_rus_deu_1,a551:F:SELTENEN_Gegenstand_besorgen_x_x,zar wartete lange zeit sohn lange zeit traurig liess fest veranstalten ward froehlich sprach grafen generalen »was meint ihr herren grafen generale drei soehne erzogen eifrig emsig dienst zarenreich gelang bisher blumen brechen spuren suchen«,0
zyx_cr_rus_deu_1,a551:F:Um_einen_Auftrag_WERBEN_x_x,tritt iwanzarewitsch hervor bittet vater segen »ach iwanzarewitsch zarischer sohn tuechtiger brueder ausgerichtet lieg besser hinterm ofen kuemmere fremde dinge« fuhr iwanzarewitsch auf »vaeterchen grossmaechtiger herr gibst segen erlaubnis reit ich gibst segen erlaubnis nicht reit auch« zar befahl beste ross geben moege reiten wohin wolle,0
zyx_cr_rus_deu_1,a551:Hh:Auf_WERBEN_reagieren,tritt iwanzarewitsch hervor bittet vater segen »ach iwanzarewitsch zarischer sohn tuechtiger brueder ausgerichtet lieg besser hinterm ofen kuemmere fremde dinge« fuhr iwanzarewitsch auf »vaeterchen grossmaechtiger herr gibst segen erlaubnis reit ich gibst segen erlaubnis nicht reit auch« zar befahl beste ross geben moege reiten wohin wolle,0
zyx_cr_rus_deu_1,a551:F:Beschaffung_der_AUSRÜSTUNG_x,tritt iwanzarewitsch hervor bittet vater segen »ach iwanzarewitsch zarischer sohn tuechtiger brueder ausgerichtet lieg besser hinterm ofen kuemmere fremde dinge« fuhr iwanzarewitsch auf »vaeterchen grossmaechtiger herr gibst segen erlaubnis reit ich gibst segen erlaubnis nicht reit auch« zar befahl beste ross geben moege reiten wohin wolle,0
zyx_cr_rus_deu_1,a551:Hh:Beschaffung_der_AUSRÜSTUNG,knechte gingen hin suchten beste ross gaben ihm suchte pferdchen aus wasserschleppen war schlechteste allen kuehne bursch sass gesicht schwanz gekehrt herren lachten darueber zarensohn unziemlich davonritt,0
zyx_cr_rus_deu_1,a551:H:REITTIER_erhalten,iwanzarewitsch kam freie feld zerrte gaul zagel haengte haut nagel »hier habt ihr kraehen elstern gott mittagessen beschert« bruellte tier wald pfiff drache ross kommt gerannt feuchte mutter erde zittert maule loht flamme nuestern spruehen funken ohren wallen qualm dampf saeulen hintern fallen feueraepfel iwanzarewitsch nahm treues ross beim zuegel streichelte es haette knabe drei jahren sitzen koennen haett reiten vermocht ging iwanzarewitsch grossen tiefen keller grossvaeterchen geschenkt hatte ass trank satt waehlte schoensten betressten zaum tscherkessischen sattel legte wackeres ross zog gurte an nahm scharfes schwert sass ritt freie feld,0
zyx_cr_rus_deu_1,a551:Ff:Wegweisung_mit_ALTERNATIVEN_x_x,dahinritt kam saeule saeule stand geschrieben »wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden« fing junge held iwanzarewitsch weinen dachte sich »nicht ehre ruhm traegt wackeren burschen ein reitet dorthin tod erleiden muss« sprengte maechtigen saetzen freie feld trieb gutes ross an fluesse seen blieben hufen maehne flatterte weitem bogen schwanz fegte erde hin,0
zyx_cr_rus_deu_1,a551:Hh:Auf_ALTERNATIVEN_reagieren_x,dahinritt kam saeule saeule stand geschrieben »wer rechten reitet satt ross bleibt hungrig wer linken reitet ross satt bleibt hungrig wer mittleren reitet tod erleiden« fing junge held iwanzarewitsch weinen dachte sich »nicht ehre ruhm traegt wackeren burschen ein reitet dorthin tod erleiden muss« sprengte maechtigen saetzen freie feld trieb gutes ross an fluesse seen blieben hufen maehne flatterte weitem bogen schwanz fegte erde hin,0
zyx_cr_rus_deu_1,a551:H:Potenziellen_Feind_zum_Gastgeber_gewinnen,kam gruene wiesen erblickte haeuschen spindelfuessen ruecken abgekehrt stirne zugekehrt kuehne bursch sprang treuen ross hinunter rief »will ja ewig bleiben nacht verweilen geh hinein komm schon heraus« junge held ging hinein haus schlug kreuz wies geschrieben steht verbeugte sich brauch ist sass altes muetterchen nase ruehrt ofen augen huetet gaense felde haenden spinnt seidenfaeden »pfui pfui pfui bisher schwarze rabe russenknochen hierhergetragen kommt russe augen ists kindchen reitest willen wider willen« sprang kuehne juengling alte los rief »ich hau ohren noch arsch ofenloch grind zerschlag hand fliegt arsch sand solltest alte helden erst lange ausfragen essen trank geben« alte deckte tisch speiste traenkte zarensohn bereitete lager fragte ihn »reitest willen wider willen« antwortete »mit willen dreimal mehr wider willen drei brueder erste ritt brachte kupferne schlange kupferberg heim zar warf bruder gefaengnis zweite fortgeritten weiss ihm musste dienst nehmen blumen brechen spuren suchen sag an grossmuetterchen vaeterchen weit geritten zeit« – »leg nieder schlaf kindchen morgen weise tag bringt gewinn« morgen weckte alte kuehnen juengling gab speise trank eigenes gutes ross fuehrte hinaus sprach ihm »meine aeltere schwester wohnt weiterhin weiss sache«,0
zyx_cr_rus_deu_1,a551:HF:Weiterverweisung_an_anderen_Stifter_oder_Helfer,kam gruene wiesen erblickte haeuschen spindelfuessen ruecken abgekehrt stirne zugekehrt kuehne bursch sprang treuen ross hinunter rief »will ja ewig bleiben nacht verweilen geh hinein komm schon heraus« junge held ging hinein haus schlug kreuz wies geschrieben steht verbeugte sich brauch ist sass altes muetterchen nase ruehrt ofen augen huetet gaense felde haenden spinnt seidenfaeden »pfui pfui pfui bisher schwarze rabe russenknochen hierhergetragen kommt russe augen ists kindchen reitest willen wider willen« sprang kuehne juengling alte los rief »ich hau ohren noch arsch ofenloch grind zerschlag hand fliegt arsch sand solltest alte helden erst lange ausfragen essen trank geben« alte deckte tisch speiste traenkte zarensohn bereitete lager fragte ihn »reitest willen wider willen« antwortete »mit willen dreimal mehr wider willen drei brueder erste ritt brachte kupferne schlange kupferberg heim zar warf bruder gefaengnis zweite fortgeritten weiss ihm musste dienst nehmen blumen brechen spuren suchen sag an grossmuetterchen vaeterchen weit geritten zeit« – »leg nieder schlaf kindchen morgen weise tag bringt gewinn« morgen weckte alte kuehnen juengling gab speise trank eigenes gutes ross fuehrte hinaus sprach ihm »meine aeltere schwester wohnt weiterhin weiss sache«,0
