quelle,index_string,inhalt,index_binar
zyx_cr_pol_deu_1,a551:N:N,aufs gerathewohl ritt ganzen tag folgende nacht vereinsamten herberge walde uebernachten musste fand gesellschaft kartenspieler bald noethigten spielen spiele verlor all geld ross kleider wurde fast nackend keller geworfen,0
zyx_cr_pol_deu_1,a551:N:N,aufs gerathewohl ritt ganzen tag folgende nacht vereinsamten herberge walde uebernachten musste fand gesellschaft kartenspieler bald noethigten spielen spiele verlor all geld ross kleider wurde fast nackend keller geworfen,0
zyx_cr_pol_deu_1,a551:f:Anlocken,verlauf geraumen zeit hoeren war ritt sohn aus bruder vogel suchen traf herberge erging gerade bruder ,0
zyx_cr_pol_deu_1,a551:h:Anlocken_nachgehen,verlauf geraumen zeit hoeren war ritt sohn aus bruder vogel suchen traf herberge erging gerade bruder ,0
zyx_cr_pol_deu_1,a551:f:Festnahme_bzw_Sperren,verlauf geraumen zeit hoeren war ritt sohn aus bruder vogel suchen traf herberge erging gerade bruder ,0
zyx_cr_pol_deu_1,a551:N:N,verlauf geraumen zeit hoeren war ritt sohn aus bruder vogel suchen traf herberge erging gerade bruder ,0
zyx_cr_pol_deu_1,a551:N:N,verlauf geraumen zeit hoeren war ritt sohn aus bruder vogel suchen traf herberge erging gerade bruder ,0
zyx_cr_pol_deu_1,a551:F:Werben_um_den_Auftrag,zweiten hoeren war schickte dumme prinz ludwig reise an koenig ziehen lassen furcht letzten verlieren unmoeglich schien ausfuehre wobei schon zwei soehne untergegangen waren ludwig bat lange liess,0
zyx_cr_pol_deu_1,a551:N:N,zweiten hoeren war schickte dumme prinz ludwig reise an koenig ziehen lassen furcht letzten verlieren unmoeglich schien ausfuehre wobei schon zwei soehne untergegangen waren ludwig bat lange liess,0
zyx_cr_pol_deu_1,a551:N:N,zweiten hoeren war schickte dumme prinz ludwig reise an koenig ziehen lassen furcht letzten verlieren unmoeglich schien ausfuehre wobei schon zwei soehne untergegangen waren ludwig bat lange liess,0
zyx_cr_pol_deu_1,a551:N:N,zweiten hoeren war schickte dumme prinz ludwig reise an koenig ziehen lassen furcht letzten verlieren unmoeglich schien ausfuehre wobei schon zwei soehne untergegangen waren ludwig bat lange liess,0
zyx_cr_pol_deu_1,a551:N:N,zweiten hoeren war schickte dumme prinz ludwig reise an koenig ziehen lassen furcht letzten verlieren unmoeglich schien ausfuehre wobei schon zwei soehne untergegangen waren ludwig bat lange liess,0
zyx_cr_pol_deu_1,a551:f:Anlocken,reise traf gesellschaft kartenspieler eingeladen wurde sagte er wegen wichtigen geschaeftes zeit kartenspiel kurzem komme zurueck spielen nachdem gestaerkt hatte ritt aufs gerathewohl weiter,0
zyx_cr_pol_deu_1,a551:H:Anlocken_nachgehen,reise traf gesellschaft kartenspieler eingeladen wurde sagte er wegen wichtigen geschaeftes zeit kartenspiel kurzem komme zurueck spielen nachdem gestaerkt hatte ritt aufs gerathewohl weiter,0
zyx_cr_pol_deu_1,a551:N:N,reise traf gesellschaft kartenspieler eingeladen wurde sagte er wegen wichtigen geschaeftes zeit kartenspiel kurzem komme zurueck spielen nachdem gestaerkt hatte ritt aufs gerathewohl weiter,0
zyx_cr_pol_deu_1,a551:N:N,reise traf gesellschaft kartenspieler eingeladen wurde sagte er wegen wichtigen geschaeftes zeit kartenspiel kurzem komme zurueck spielen nachdem gestaerkt hatte ritt aufs gerathewohl weiter,0
zyx_cr_pol_deu_1,a551:N:N,reise traf gesellschaft kartenspieler eingeladen wurde sagte er wegen wichtigen geschaeftes zeit kartenspiel kurzem komme zurueck spielen nachdem gestaerkt hatte ritt aufs gerathewohl weiter,0
zyx_cr_pol_deu_1,a551:H:Reittier_erhalten,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben weib weise frau tags darauf sagte sie setze pferd reite dahin wohin gehen wird schwester weitere sagen,0
zyx_cr_pol_deu_1,a551:Hh:Überweisung_an_anderen_Stifter_oder_Helfer,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben weib weise frau tags darauf sagte sie setze pferd reite dahin wohin gehen wird schwester weitere sagen,0
zyx_cr_pol_deu_1,a551:N:N,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben weib weise frau tags darauf sagte sie setze pferd reite dahin wohin gehen wird schwester weitere sagen,0
zyx_cr_pol_deu_1,a551:N:N,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben weib weise frau tags darauf sagte sie setze pferd reite dahin wohin gehen wird schwester weitere sagen,0
zyx_cr_pol_deu_1,a551:N:N,folgende nacht brachte grossen wald traf kleine frau altes weib ging haus heraus rief ihm prinz ludwig suchst hier spring herab pferde iss trink habe lege nieder ausruhst morgen hast weiten weg brauchst erzaehlen weiss rath geben weib weise frau tags darauf sagte sie setze pferd reite dahin wohin gehen wird schwester weitere sagen,0
zyx_cr_pol_deu_1,a551:H:Reittier_erhalten,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:Hh:Überweisung_an_anderen_Stifter_oder_Helfer,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:N:N,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:N:N,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:N:N,nachdem gefruehstueckt hatte bestieg pferd schnell lief wind abends kam wald weisen frau hundert meilen ersten entfernt war ebenso zweiten hatte,0
zyx_cr_pol_deu_1,a551:H:Reittier_erhalten,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen,0
zyx_cr_pol_deu_1,a551:H:Handlungsanweisung_Heilmittel_ergreifen,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen,0
zyx_cr_pol_deu_1,a551:N:N,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen,0
zyx_cr_pol_deu_1,a551:N:N,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen,0
zyx_cr_pol_deu_1,a551:N:N,nachdem nachtlager essen trinken pferd erhalten hatte eilte tag hundert meilen weit dritten schwester nahm ebenso gab folgenden tage gewisse lehre prinz ludwig reite pferde hundert meilen stelle hinbringen vogel caesarius finden wirst stehen bleibt steige herunter gehe geradezu eingang schlosses augen stehen wird dritten stube voegeln caesarius sein erkennen wirst ergreife gehe schnell moeglich fort umkommst sobald fluss pferd legst entkommen,0
zyx_cr_pol_deu_1,a551:H:Besitzer_des_Objektes_ergreifen,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:F:Markieren,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:H:Heilmittel_ergreifen,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:h:Kontakt_abbrechen,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:N:N,nachdem wind ort stelle gekommen war erblickte schoenes wunderbar herrliches koenigschloss verschlossen war erste zimmer trat fand soviel schoenheiten staunen erstarrte fuelle singvoegeln verschiedenen toenen sangen zweiten zimmer mehr schoenheiten voegel dritten allermeisten seite sah erblickte goldenem lager schlafend liegende schoene schwarze prinzessin bezwingen koennen warf verrichtete werk liebe nachdem stueck papier ergriffen hatte schrieb darauf prinz ludwig vogel waere gethan haette blatt steckte balken spalte,0
zyx_cr_pol_deu_1,a551:H:Pförtner_entkommen,kaum gerieth er vogel ergreifen erhoben grosse hunde loewen schlosse verschlingen wollten gerieth schnelligkeit fuss pferd legen wind weisen frau,0
zyx_cr_pol_deu_1,a551:N:N,kaum gerieth er vogel ergreifen erhoben grosse hunde loewen schlosse verschlingen wollten gerieth schnelligkeit fuss pferd legen wind weisen frau,0
zyx_cr_pol_deu_1,a551:N:N,kaum gerieth er vogel ergreifen erhoben grosse hunde loewen schlosse verschlingen wollten gerieth schnelligkeit fuss pferd legen wind weisen frau,0
zyx_cr_pol_deu_1,a551:N:N,kaum gerieth er vogel ergreifen erhoben grosse hunde loewen schlosse verschlingen wollten gerieth schnelligkeit fuss pferd legen wind weisen frau,0
zyx_cr_pol_deu_1,a551:N:N,kaum gerieth er vogel ergreifen erhoben grosse hunde loewen schlosse verschlingen wollten gerieth schnelligkeit fuss pferd legen wind weisen frau,0
zyx_cr_pol_deu_1,a551:F:Zurückgreifen,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:H:Zaubermittel_erhalten,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:N:N,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:N:N,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:N:N,sandte fort zurueck schwester gab stueck brod sagte nimm dir oft abbrechen wirst unversehrt bleiben,0
zyx_cr_pol_deu_1,a551:F:Zurückgreifen,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:H:Zaubermittel_erhalten,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:N:N,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:N:N,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:N:N,sandte ersten nachdem stueck seife gegeben hatte worten wald verwachsen waerest wasche damit engel schoen glatt werden,0
zyx_cr_pol_deu_1,a551:F:Zurückgreifen,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:H:Reittier_erhalten,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:H:Handlungsanweisung_Missetat_beheben,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:N:N,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:N:N,ritt ersten gab pferd lehre weg brueder sitzen keller herberge wuerdest besten thun dahin gar hineingehen moechtest kannst andermal verrichten,0
zyx_cr_pol_deu_1,a551:Hh:Handlungsanweisung_missachten,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:Hh:Sorge_um_Freikaufsbedürftigen,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:N:N,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:N:N,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:N:N,nachdem genannten herberge herangeritten war hielt gut vorbei reiten bezahlte schulden brueder loeste sachen ritten hause,0
zyx_cr_pol_deu_1,a551:h:Missetat_planen,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:N:N,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:N:N,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:N:N,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:N:N,reise kamen beiden brueder beschluss unmoeglich sei schlechtem verlauf aussendung augen vaters treten dummen ganzen ruhm ueberlassen muessten bruder ludwig toedten verschollen angeben helden vorstellen,0
zyx_cr_pol_deu_1,a551:f:Todesauftrag,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:H:Todesauftrag_entkommen,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:h:Verbannung,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:H:Schweigenplicht_erhängen,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:N:N,moerdermuth waren meere haufen fischer sahen gaben geld bruder toedteten schwuren bruedern niemals hause zurueckkehren wuerde ritten vogel hause ludwig gab fischern geld bat sie toedten ertraenken legte eid ab dass einsame insel war aussetzten ruehren heimath geschah es lebte sieben jahre lang insel lebte wild thier zusammen meerbewohnern seethieren immer vollstaendigen brote naehrte grosse zuneigung erfuhr,0
zyx_cr_pol_deu_1,a551:Hh:Heilmittel_beschaffen,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte,0
zyx_cr_pol_deu_1,a551:h:Krankheit_beheben,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte,0
zyx_cr_pol_deu_1,a551:N:N,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte,0
zyx_cr_pol_deu_1,a551:N:N,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte,0
zyx_cr_pol_deu_1,a551:N:N,heimath wegen beiden soehne grosse freude trauer verlornen blindheit augen vogel immer traurig gab ton sich zeit geschahen grosse dinge verwuenschten schlosse prinzessin besuch prinzen ludwig empfangen sie schoen war bekam innerhalb jahres unaussprechlich schoenen sohn wusste sieben jahre lang wem sohn hatte,0
zyx_cr_pol_deu_1,a551:H:Markieren_erkennen,kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:F:Kontakt_wiederherstellen,kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:N:N,kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:N:N,kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:N:N,kleine sohn verschiedenem spielend lange ruthe nahm winkeln spalten stichelte kratzte male saale zettel prinzen ludwig lief muetterchen erst erfuhr mutter wer genaht hatte versammelte grosses heer zog krieg wider land prinz ludwig war nachdem grenzen hauptstadt umstellt hatte sandte herold koenige befehle koenig solle sofort sohn herausgeben vogel caesarius schlosse gebracht haette land koenigliche haus verwuesten,0
zyx_cr_pol_deu_1,a551:h:Identität_testen,vater rief voll furcht aeltesten sohn fragte ihn waere sohn antwortete verhielte so bat vater solle schnell moeglich feindliche lager begeben augen maechtigen koenigin gnade suchen prinz schmueckte schoen moeglich bestieg ross ritt ab stadt fand heerstrasse koenigin gold ausgeschlagen wagte nicht demselben neben demselben reiten koenigin erwartet sohne fragt vater waere heranreite nein sohn ruft sie courage vaters bald ward prinz abgefertigt herold gesandt solle herschicken vogel gebracht haette waere sei nicht koenig ruft zweiten sohn eben ergeht ersten besorgte vater befahl soehnen prinzen ludwig aufzusuchen befragen,0
zyx_cr_pol_deu_1,a551:h:Identität_testen,vater rief voll furcht aeltesten sohn fragte ihn waere sohn antwortete verhielte so bat vater solle schnell moeglich feindliche lager begeben augen maechtigen koenigin gnade suchen prinz schmueckte schoen moeglich bestieg ross ritt ab stadt fand heerstrasse koenigin gold ausgeschlagen wagte nicht demselben neben demselben reiten koenigin erwartet sohne fragt vater waere heranreite nein sohn ruft sie courage vaters bald ward prinz abgefertigt herold gesandt solle herschicken vogel gebracht haette waere sei nicht koenig ruft zweiten sohn eben ergeht ersten besorgte vater befahl soehnen prinzen ludwig aufzusuchen befragen,0
zyx_cr_pol_deu_1,a551:N:N,vater rief voll furcht aeltesten sohn fragte ihn waere sohn antwortete verhielte so bat vater solle schnell moeglich feindliche lager begeben augen maechtigen koenigin gnade suchen prinz schmueckte schoen moeglich bestieg ross ritt ab stadt fand heerstrasse koenigin gold ausgeschlagen wagte nicht demselben neben demselben reiten koenigin erwartet sohne fragt vater waere heranreite nein sohn ruft sie courage vaters bald ward prinz abgefertigt herold gesandt solle herschicken vogel gebracht haette waere sei nicht koenig ruft zweiten sohn eben ergeht ersten besorgte vater befahl soehnen prinzen ludwig aufzusuchen befragen,0
